mar,label
0.2395271815268541,0
0.0584206237836986,0
1.3604750435519533,0
1.0640889225537489,0
1.104317205272749,0
0.7999573882235821,0
1.2545120533304182,0
0.794597965012178,0
0.07124704998790965,0
1.139154902613003,0
0.814801251656091,0
0.3355664249161397,0
0.0,0
1.1758324094593227,0
0.7611366031738537,0
1.2452815618369255,0
0.03571428571428571,0
0.9035694354917791,0
0.6198490505484818,0
0.41269822778437526,0
0.09805806756909202,0
1.4975561644694637,0
1.886907460338975,0
0.036760731104690386,0
0.5975256667932075,0
0.023809523809523808,1
0.0,1
0.062445817068272,1
0.0,1
0.06984302957695782,1
0.1871121078899952,1
0.04975185951049946,1
0.0,1
0.0,1
0.3167412472118426,1
0.09375,1
0.06353193585192356,1
0.0,1
0.024723408821707437,1
0.0,1
0.021556530677961344,1
0.0,1
0.39983665388495504,1
0.0,1
0.03820803599504351,1
0.19392518525174185,1
0.0,1
0.11159706139816376,1
0.31025597791449405,1
